This file was created by CMPT_ME_PRIOR_RETS using the 201803 CRSP database.
It contains value- weighted returns for the intersections of  2 ME portfolios
and  3 prior return portfolios.

The portfolios are constructed monthly.  ME is market cap at the end of the
previous month.  PRIOR_RET is from -12 to - 2.

Missing data are indicated by -99.99 or -999.


  Average Value Weighted Returns -- Monthly
,SMALL LoPRIOR,ME1 PRIOR2,SMALL HiPRIOR,BIG LoPRIOR,ME2 PRIOR2,BIG HiPRIOR
195904,   1.43,   1.60,   4.11,   2.45,   4.20,   6.08
195905,   0.75,   1.07,   0.29,   0.85,   2.09,   4.32
195906,  -0.83,   0.56,   1.54,  -1.22,  -0.33,   2.23
195907,   2.48,   2.32,   3.97,   3.81,   4.22,   1.70
195908,  -0.90,  -1.43,  -2.78,  -2.23,   0.07,  -2.26
195909,  -4.84,  -3.50,  -4.72,  -5.81,  -4.05,  -4.23
195910,   1.01,   1.42,   4.70,   0.37,   0.60,   3.63
195911,   0.83,   1.87,   2.83,   0.37,   1.81,   2.89
195912,   0.95,   2.73,   3.39,   2.98,   3.14,   2.52
196001,  -1.46,  -2.13,  -6.00,  -5.53,  -6.74,  -7.98
196002,  -0.29,   1.03,   2.30,  -2.18,   1.87,   2.94
196003,  -4.15,  -3.07,  -2.08,  -1.37,  -1.48,  -0.58
196004,  -4.18,  -2.29,  -1.16,  -2.62,  -2.42,  -0.02
196005,   0.82,   2.04,   4.20,  -0.20,   2.13,   6.05
196006,   1.46,   1.27,   2.33,   1.90,   2.14,   2.75
196007,  -2.44,  -0.95,  -2.32,  -0.82,  -2.64,  -2.49
196008,   3.77,   2.88,   6.08,   2.33,   2.85,   3.86
196009,  -8.03,  -5.66,  -5.23,  -4.42,  -5.70,  -6.64
196010,  -4.71,  -2.16,  -3.19,  -1.09,   0.22,  -0.14
196011,   3.24,   3.87,   7.35,   3.23,   3.86,   6.49
196012,   2.99,   3.45,   3.14,   4.25,   3.39,   6.82
196101,  12.20,   8.09,   5.95,   6.88,   7.07,   5.20
196102,   6.66,   6.43,   8.66,   4.01,   2.67,   4.07
196103,   3.56,   5.51,   9.13,   1.33,   1.99,   4.12
196104,   0.05,   0.39,   2.96,  -2.98,   1.00,   1.15
196105,   5.73,   4.22,   4.14,   3.10,   2.86,   1.70
196106,  -5.99,  -3.98,  -5.29,  -2.62,  -2.73,  -2.80
196107,   1.28,   1.02,   0.67,   2.47,   3.20,   3.63
196108,   0.60,   1.33,   1.93,   1.86,   2.42,   3.76
196109,  -4.59,  -2.92,  -2.48,  -1.41,  -1.94,  -2.00
196110,  -0.53,   2.55,   3.25,   1.81,   2.29,   4.22
196111,   4.59,   4.42,   6.48,   3.63,   5.30,   4.45
196112,   0.82,  -0.11,  -0.52,   0.55,   1.58,  -2.61
196201,   0.96,   1.22,  -1.90,  -3.67,  -3.10,  -4.84
196202,   1.87,   1.71,  -0.01,   0.75,   3.47,   0.71
196203,  -2.18,  -0.82,   0.35,  -1.22,  -0.39,  -0.12
196204,  -9.08,  -5.87,  -6.94,  -8.69,  -6.53,  -5.05
196205, -10.78,  -8.74, -10.64,  -8.60,  -8.39,  -8.04
196206, -12.18,  -6.77,  -6.01, -12.77,  -8.81,  -6.10
196207,   7.20,   6.62,   6.42,   4.55,   6.72,   6.75
196208,   4.24,   3.19,   2.50,   2.46,   1.59,   3.04
196209,  -9.20,  -5.98,  -5.21,  -7.00,  -5.64,  -3.04
196210,  -4.00,  -2.74,  -3.29,  -0.18,   1.21,   0.54
196211,  18.48,  14.10,  11.29,  16.02,  10.21,   8.91
196212,  -5.53,  -2.16,   0.91,  -1.54,   1.11,   3.61
196301,  10.50,   7.85,   8.22,   6.30,   4.82,   4.36
196302,  -2.86,  -0.83,   0.59,  -3.51,  -2.20,  -1.93
196303,   0.62,   1.84,   2.64,   3.38,   2.54,   4.52
196304,   2.91,   4.03,   4.06,   6.00,   4.54,   4.71
196305,   4.04,   3.31,   4.46,   2.34,   1.24,   2.66
196306,  -1.10,  -2.23,  -0.99,  -2.99,  -2.44,  -0.73
196307,  -1.35,  -1.10,  -1.07,  -1.53,   0.04,   0.16
196308,   3.92,   3.74,   6.36,   5.89,   5.09,   5.62
196309,  -1.84,  -0.88,  -1.37,  -2.45,  -0.19,  -2.65
196310,   1.01,   1.40,   3.53,   0.81,   2.24,   4.57
196311,  -2.25,  -0.96,  -1.40,  -0.33,   0.53,  -2.69
196312,  -1.59,   0.90,   0.21,   0.94,   2.44,   2.54
196401,   2.49,   3.19,   1.94,   0.27,   2.87,   2.95
196402,   2.87,   2.31,   2.92,   1.26,   1.94,   1.70
196403,   2.70,   3.81,   3.78,   1.40,   1.51,   1.75
196404,  -0.23,  -0.59,  -0.46,   1.15,   0.63,   0.19
196405,   0.11,   1.21,   2.31,   0.24,   1.05,   3.13
196406,   0.93,   1.37,   1.48,   1.35,   1.45,   1.74
196407,   2.45,   2.70,   2.47,   2.78,   1.75,   2.12
196408,  -1.32,  -0.47,  -0.80,  -0.36,  -1.23,  -1.28
196409,   4.25,   2.55,   3.66,   3.69,   2.32,   3.52
196410,   0.63,   2.11,   1.92,   1.67,   0.64,   0.63
196411,  -1.17,   0.92,  -0.17,  -0.01,  -0.14,   1.19
196412,  -1.27,  -0.28,  -1.17,   1.53,   0.14,   0.02
196501,   7.52,   6.34,   5.99,   3.72,   4.05,   2.64
196502,   2.82,   3.45,   4.27,   1.49,  -0.23,   0.60
196503,   1.66,   0.30,   1.27,  -1.11,  -1.52,  -0.55
196504,   3.51,   4.11,   5.36,   2.46,   2.36,   5.69
196505,  -1.47,  -0.77,  -0.64,  -0.09,  -0.83,   0.15
196506,  -8.15,  -7.94, -10.28,  -3.53,  -5.18,  -7.66
196507,   1.65,   3.00,   4.88,   0.22,   1.73,   5.16
196508,   4.79,   4.00,   6.84,   2.20,   2.27,   5.30
196509,   1.95,   3.18,   5.07,   2.11,   2.81,   5.64
196510,   4.59,   5.92,   7.34,   1.38,   2.63,   5.51
196511,   1.35,   5.06,   6.36,  -0.49,  -1.44,   3.33
196512,   4.63,   4.28,   4.26,   1.11,   0.66,   1.77
196601,   4.26,   5.05,   8.14,  -1.41,   0.61,   5.56
196602,   1.69,   1.82,   5.25,  -2.48,  -1.63,   3.05
196603,  -1.83,  -2.37,  -2.03,  -2.84,  -2.30,   0.07
196604,   0.20,   4.07,   8.65,   0.75,   2.39,   4.72
196605,  -6.40,  -7.64, -12.11,  -3.81,  -4.48,  -7.56
196606,  -1.69,  -0.45,   1.14,  -1.86,  -1.95,   1.94
196607,  -0.63,  -1.06,  -2.44,  -0.57,  -1.98,  -1.59
196608,  -9.77,  -9.83, -11.44,  -6.44,  -7.28,  -8.93
196609,  -1.38,  -1.34,  -2.02,  -0.01,   0.25,  -2.92
196610,  -0.63,   0.59,  -3.71,   6.44,   6.26,  -0.74
196611,   4.26,   3.14,   7.20,  -2.00,   0.75,   6.52
196612,   1.33,   1.45,   3.24,   0.14,   0.51,   0.38
196701,  22.06,  15.47,  14.61,  12.99,   6.11,   6.93
196702,   2.22,   3.38,   5.62,  -1.58,   0.46,   2.14
196703,   5.53,   6.07,   7.81,   3.71,   4.40,   4.29
196704,   2.86,   3.32,   5.75,   6.68,   1.96,   5.02
196705,  -1.15,  -1.25,  -1.33,  -5.12,  -4.02,  -3.77
196706,   5.19,   6.99,  12.82,   0.55,   1.16,   5.00
196707,   9.18,   7.95,   8.73,   6.90,   3.09,   5.17
196708,   1.29,   1.18,  -1.08,  -0.73,  -0.34,  -1.19
196709,   3.69,   5.97,   7.14,   3.08,   2.42,   4.72
196710,  -3.37,  -2.96,  -1.70,  -3.98,  -3.50,   1.68
196711,  -0.21,   0.27,   0.89,   0.52,   0.33,   2.00
196712,   5.45,   7.71,  11.46,   2.61,   2.65,   3.07
196801,   2.90,   2.23,  -0.07,  -1.22,  -5.37,  -7.53
196802,  -3.44,  -4.28,  -7.58,  -2.53,  -2.31,  -5.21
196803,  -1.52,  -1.31,  -0.57,  -0.60,   0.44,   4.82
196804,  12.77,  12.30,  17.23,   7.08,   8.43,  12.91
196805,   7.72,   6.86,  11.03,   0.80,   1.62,   4.96
196806,   1.10,   2.30,   0.43,   2.86,   0.67,  -0.30
196807,  -3.87,  -2.64,  -3.19,  -1.72,  -1.57,  -4.08
196808,   2.07,   3.46,   5.31,   1.32,   1.59,   1.84
196809,   7.16,   5.35,   7.76,   5.49,   3.41,   3.56
196810,   0.83,   1.87,   0.01,   2.36,   0.37,   0.14
196811,   7.88,   7.89,   8.24,   5.35,   5.13,   8.45
196812,  -0.56,   1.16,  -0.65,  -4.51,  -3.60,  -4.20
196901,  -0.70,  -0.69,  -0.81,  -1.32,  -0.10,  -1.52
196902,  -9.09,  -7.58,  -9.72,  -3.16,  -5.68,  -7.44
196903,  -0.74,   1.18,   4.85,   2.30,   4.09,   4.61
196904,  -0.53,  -0.36,   1.28,   2.64,   1.69,   3.17
196905,  -0.86,  -0.40,   0.39,  -0.93,   0.98,   1.17
196906, -12.60, -11.15, -12.31,  -2.97,  -5.96,  -7.71
196907, -12.42,  -7.41,  -9.78,  -6.95,  -5.40,  -6.31
196908,   5.81,   4.11,   8.21,   4.12,   4.40,   5.98
196909,  -2.88,  -1.57,  -0.43,  -4.60,  -2.78,  -1.99
196910,  11.23,   7.10,   6.96,   8.95,   5.19,   4.58
196911,  -7.41,  -5.52,  -3.56,  -4.93,  -4.51,  -1.58
196912,  -9.08,  -5.71,  -4.09,  -5.06,  -2.80,   0.06
197001,  -4.20,  -4.81,  -6.44, -10.16,  -9.04,  -6.67
197002,   3.42,   3.50,   4.47,   6.30,   6.46,   5.51
197003,  -2.73,  -1.45,  -3.35,  -1.52,   2.33,  -1.47
197004, -18.62, -12.69, -18.93,  -9.02,  -9.29, -10.17
197005, -10.25,  -9.72, -10.24,  -1.71,  -5.44,  -7.19
197006, -11.58,  -7.08,  -3.89,  -8.12,  -5.10,  -4.25
197007,   7.02,   7.46,   5.97,  11.19,   8.42,   6.27
197008,  10.17,   5.63,   3.56,   9.82,   5.55,   3.44
197009,  19.05,   9.11,   8.21,   9.28,   4.77,   2.27
197010, -11.65,  -2.56,  -0.11,  -8.17,  -1.21,  -0.58
197011,  -0.56,   2.31,   3.65,   4.40,   5.06,   5.98
197012,   9.27,   9.91,   8.12,   7.63,   7.26,   4.39
197101,  15.17,  10.17,   9.04,  10.26,   5.19,   2.96
197102,   4.61,   2.98,   4.49,   0.45,   1.01,   2.17
197103,   5.91,   6.40,   6.06,   6.58,   3.84,   4.01
197104,   2.28,   2.83,   3.81,   4.22,   2.53,   5.32
197105,  -6.38,  -4.86,  -4.56,  -3.40,  -3.67,  -3.44
197106,  -3.42,  -2.48,   0.89,   0.42,   0.15,   1.55
197107,  -4.86,  -4.56,  -6.04,  -2.92,  -3.62,  -6.39
197108,   2.83,   4.08,   6.64,   2.55,   4.33,   5.74
197109,  -2.39,  -1.13,   0.79,  -1.45,  -0.01,  -0.46
197110,  -7.71,  -5.49,  -5.30,  -3.38,  -3.40,  -4.86
197111,  -4.24,  -2.98,  -1.88,  -0.26,   0.48,   0.34
197112,  13.78,  12.35,  12.62,   9.34,   8.13,   9.16
197201,  10.77,   7.22,   8.99,   0.05,   2.76,   2.32
197202,   2.41,   3.70,   4.38,   1.33,   2.06,   4.75
197203,  -0.93,   0.55,   1.20,  -1.52,   0.74,   2.17
197204,  -1.35,   0.46,   2.42,  -0.44,   0.10,   1.54
197205,  -4.06,  -2.20,  -1.16,   0.39,   0.94,   3.86
197206,  -4.49,  -3.00,  -3.48,  -3.83,  -2.12,  -0.98
197207,  -4.34,  -2.34,  -3.42,  -3.21,  -0.72,   1.38
197208,   2.79,   1.49,  -0.06,   8.57,   5.62,   0.75
197209,  -3.69,  -2.61,  -2.74,  -2.38,  -0.80,   0.16
197210,  -2.21,  -0.59,  -0.90,   0.46,   1.73,   0.66
197211,   7.04,   5.27,   4.53,   9.75,   7.03,   1.88
197212,  -3.75,  -1.45,   0.78,  -2.33,   0.06,   3.11
197301,  -6.26,  -3.93,  -5.56,  -8.18,  -2.52,  -1.42
197302,  -8.39,  -7.04,  -9.78,  -9.20,  -3.68,  -3.49
197303,  -4.63,  -2.92,  -0.29,  -2.38,  -2.42,   0.51
197304, -10.55,  -6.41,  -4.76, -10.70,  -5.21,  -3.66
197305, -10.98,  -8.34,  -5.37,  -9.21,  -2.98,  -0.64
197306,  -5.31,  -3.09,  -1.83,  -4.85,  -2.77,   0.30
197307,  17.86,  11.60,   7.30,  15.23,   8.73,   2.63
197308,  -7.19,  -3.62,  -2.43,  -5.01,  -3.12,  -2.89
197309,  11.72,   9.72,   9.24,  14.28,   8.51,   2.71
197310,  -3.84,   1.29,   3.20,  -5.17,  -1.52,   1.28
197311, -22.38, -17.42, -16.37, -20.79, -12.18,  -9.53
197312,  -7.42,  -2.47,   4.89,  -4.79,  -0.44,   3.74
197401,  15.79,  10.18,   7.02,   6.20,   2.23,  -2.66
197402,  -0.27,   0.45,   0.09,   0.82,  -0.91,   0.71
197403,   0.92,   0.22,  -1.01,  -3.72,  -1.41,  -3.78
197404,  -7.50,  -5.43,  -4.92,  -5.92,  -3.88,  -4.53
197405,  -9.38,  -7.09,  -7.54,  -3.82,  -1.34,  -6.16
197406,  -5.02,  -3.07,  -1.63,  -3.04,  -1.74,  -1.68
197407,  -6.23,  -4.40,  -4.19,  -8.91,  -8.34,  -4.84
197408,  -9.79,  -8.15,  -6.20, -10.57,  -9.06,  -7.95
197409, -10.39,  -7.12,  -7.71, -13.22, -12.99,  -7.38
197410,   8.90,   8.47,  10.62,  21.10,  15.84,  17.93
197411,  -6.28,  -5.60,  -3.03,  -4.12,  -4.52,  -2.91
197412,  -7.65,  -6.47,  -5.58,  -4.69,  -2.42,  -0.84
197501,  35.87,  26.94,  19.81,  21.60,  11.18,   9.91
197502,   4.24,   4.97,   4.66,   6.70,   6.97,   5.17
197503,   8.98,   5.19,   6.48,   4.23,   1.69,   2.76
197504,   2.18,   3.22,   6.73,   6.13,   4.49,   4.24
197505,   7.18,   6.75,   8.12,   6.16,   5.82,   4.25
197506,   7.07,   6.82,   6.57,   5.20,   4.81,   5.82
197507,  -1.60,  -2.62,  -3.25,  -7.85,  -6.00,  -5.35
197508,  -5.18,  -4.58,  -5.38,  -2.21,  -1.93,  -2.38
197509,  -3.80,  -3.34,  -3.79,  -4.59,  -2.78,  -3.94
197510,   0.93,   2.92,   2.85,   7.78,   5.75,   5.58
197511,   1.34,   2.50,   2.53,   4.37,   2.65,   2.21
197512,   0.18,  -0.92,  -1.44,  -2.25,  -0.75,  -0.87
197601,  16.04,  18.87,  20.85,  10.03,  12.77,  14.16
197602,   9.64,   7.99,   8.76,  -0.59,  -0.66,   1.01
197603,   0.36,   1.76,   2.34,   3.05,   3.17,   1.48
197604,  -0.79,  -0.57,  -1.75,  -2.49,  -0.03,  -0.52
197605,  -0.79,  -1.31,  -3.17,  -1.49,  -0.24,  -1.31
197606,   3.45,   2.86,   4.26,   5.12,   4.78,   3.46
197607,  -0.26,   0.96,   0.17,  -1.27,   0.18,  -1.92
197608,  -2.18,  -1.15,  -2.30,   0.52,   0.51,  -1.07
197609,   2.58,   3.08,   2.64,   1.79,   2.90,   2.21
197610,  -2.03,  -1.11,  -2.29,  -2.48,  -1.45,  -3.16
197611,   2.93,   3.39,   4.46,  -1.69,   1.26,   2.58
197612,  10.65,   9.14,   9.55,   4.75,   5.76,   7.40
197701,   0.35,   2.47,   2.92,  -7.31,  -2.89,  -1.94
197702,  -1.60,  -0.38,   0.26,  -1.61,  -1.45,  -2.71
197703,   0.64,   0.62,   0.55,  -1.73,  -1.04,  -0.67
197704,  -0.13,   1.51,   2.65,  -2.18,   0.76,   3.52
197705,  -1.02,   0.59,   0.18,  -2.83,  -0.42,   0.02
197706,   5.18,   5.69,   7.47,   4.85,   4.72,   6.18
197707,  -0.20,   0.61,   0.56,  -1.31,  -1.59,  -1.44
197708,  -0.53,  -0.94,  -0.19,   0.92,  -2.91,  -2.92
197709,   0.01,   1.22,   1.68,  -1.29,   1.16,   1.10
197710,  -2.49,  -1.86,  -3.04,  -4.22,  -3.83,  -3.94
197711,   7.10,   6.86,   8.61,   3.55,   4.07,   6.45
197712,   0.49,   1.87,   2.41,   0.08,   0.87,   1.29
197801,  -1.83,  -1.94,  -3.24,  -6.33,  -5.46,  -6.37
197802,   1.48,   2.16,   2.93,  -2.52,  -0.90,  -0.18
197803,   6.08,   5.34,   7.08,   3.59,   2.06,   5.36
197804,   7.17,   6.82,   8.77,   9.86,   7.34,   9.95
197805,   5.54,   4.26,   7.47,   1.50,   1.33,   5.30
197806,  -0.92,   0.52,   1.10,  -2.64,  -1.01,   0.86
197807,   3.85,   4.87,   7.10,   4.76,   5.52,   9.88
197808,   6.49,   7.05,   9.49,   3.74,   2.92,   6.43
197809,   0.12,  -0.19,  -1.75,   0.62,  -1.44,  -3.71
197810, -15.04, -16.51, -23.20,  -8.31,  -9.96, -16.86
197811,   3.10,   4.18,   8.60,   2.24,   3.14,   7.80
197812,   0.70,   1.91,   3.02,  -0.90,   2.04,   2.85
197901,   9.69,   7.75,   9.00,   5.93,   3.90,   4.15
197902,  -2.12,  -1.92,  -2.69,  -2.54,  -2.56,  -4.00
197903,   8.26,   8.09,  10.65,   5.20,   5.34,   8.55
197904,   2.15,   2.55,   2.97,   0.31,  -0.06,   1.15
197905,  -1.62,  -1.10,  -0.93,  -0.87,  -1.31,  -1.91
197906,   5.22,   5.27,   6.02,   4.00,   4.55,   4.86
197907,   3.39,   3.43,   1.92,   1.85,   1.38,   1.17
197908,   8.77,   6.57,   8.23,   7.14,   4.84,   7.23
197909,  -2.45,  -0.76,   1.65,  -3.03,  -1.10,   3.52
197910, -11.70, -10.16,  -9.65,  -7.29,  -7.41,  -5.21
197911,   3.66,   6.37,  12.31,   3.75,   5.37,  10.96
197912,   4.52,   4.44,   9.27,   0.04,   1.87,   4.85
198001,   5.51,   6.69,  10.67,   2.04,   5.12,  11.84
198002,  -4.53,  -3.63,   0.81,  -4.32,  -2.37,   6.13
198003, -13.76, -14.99, -20.70,  -4.86,  -8.99, -17.07
198004,   6.63,   5.52,   7.20,   6.50,   3.58,   5.16
198005,   9.26,   8.09,   7.57,   5.53,   6.55,   5.00
198006,   4.11,   4.06,   5.64,   3.34,   2.00,   4.92
198007,   8.97,   8.79,  12.38,   9.23,   5.47,   6.58
198008,   4.70,   3.71,   8.99,   0.72,   1.24,   2.82
198009,   1.76,   2.40,   5.55,  -0.70,   0.63,   6.34
198010,   0.16,   2.01,   7.12,  -2.52,   0.17,   5.25
198011,   1.09,   4.45,  12.33,   0.76,  10.94,  20.02
198012,  -1.75,  -1.57,  -4.34,   2.89,  -2.29,  -7.78
198101,   1.60,   1.97,  -3.28,   1.75,  -2.16,  -9.19
198102,   1.48,   1.52,   0.41,   2.57,   2.54,   0.86
198103,   7.48,   7.21,   8.07,   4.55,   3.06,   5.49
198104,   2.26,   3.57,   3.19,  -0.53,  -1.57,  -3.31
198105,   0.45,   2.53,   5.33,   0.38,   0.48,   3.04
198106,   0.33,  -0.63,  -2.62,   2.41,  -1.26,  -6.41
198107,  -1.69,  -2.14,  -2.61,   2.79,  -1.31,  -1.33
198108,  -6.91,  -6.30,  -7.87,  -4.75,  -5.68,  -6.06
198109,  -9.63,  -6.54,  -6.53,  -6.42,  -5.16,  -5.67
198110,   6.14,   7.11,   9.63,   3.31,   6.07,   7.86
198111,   1.72,   4.55,   3.57,   5.38,   5.51,   3.02
198112,  -3.28,  -0.38,  -1.27,  -3.47,  -2.54,  -2.82
198201,  -3.60,  -3.06,  -3.17,  -3.76,  -1.88,  -0.77
198202,  -7.52,  -3.38,  -2.44,  -7.72,  -4.81,  -2.78
198203,  -2.43,  -0.40,  -0.39,  -2.39,  -1.23,   1.40
198204,   5.65,   5.69,   5.21,   4.79,   3.94,   4.36
198205,  -5.10,  -2.21,  -1.57,  -4.48,  -2.00,  -2.87
198206,  -6.21,  -2.35,  -0.75,  -4.53,  -2.18,  -0.01
198207,  -3.27,  -1.00,  -0.16,  -5.31,  -3.97,   0.51
198208,  10.04,   7.61,   7.62,  15.66,  12.63,  11.01
198209,   0.03,   4.97,   6.11,   0.14,   1.31,   2.40
198210,  13.53,  12.54,  15.70,  12.76,  11.78,  10.62
198211,   4.99,   9.58,  10.89,   1.04,   4.74,   6.96
198212,   0.41,   1.36,   1.72,   2.64,   0.36,   1.42
198301,   9.18,   6.05,   7.70,   4.50,   4.27,   2.58
198302,   2.66,   5.49,   6.66,   1.20,   2.36,   4.88
198303,   3.47,   4.39,   5.51,   3.72,   2.78,   3.51
198304,   6.06,   7.12,   8.72,   8.16,   5.76,   9.07
198305,   9.45,   5.13,   7.20,   1.08,  -0.52,   0.21
198306,   3.49,   3.56,   5.14,   3.96,   2.08,   5.92
198307,  -0.02,  -1.48,  -3.82,  -2.82,  -2.74,  -5.41
198308,  -0.44,  -2.02,  -5.25,   3.42,   1.44,  -3.44
198309,   0.68,   2.82,   1.84,   1.97,   1.96,   0.52
198310,  -4.16,  -4.55,  -8.04,  -0.53,  -1.34,  -5.81
198311,   3.39,   4.78,   4.61,   2.58,   2.97,   1.21
198312,  -2.53,  -0.53,  -1.42,  -0.63,  -1.42,  -0.18
198401,  -0.68,  -0.42,  -2.42,  -0.15,  -0.71,  -3.37
198402,  -5.87,  -4.48,  -5.51,  -4.33,  -3.29,  -4.30
198403,  -0.47,   1.79,   1.20,   1.19,   1.60,   1.70
198404,  -2.35,  -0.12,   0.43,  -0.15,   0.47,   1.20
198405,  -6.20,  -4.86,  -4.11,  -6.15,  -4.80,  -4.96
198406,   2.15,   3.58,   2.75,   3.31,   3.28,   1.32
198407,  -7.12,  -3.56,  -1.41,  -2.57,  -1.11,  -2.41
198408,  13.83,  11.21,   8.39,  14.96,  12.27,   9.01
198409,  -2.03,  -0.38,   2.21,  -1.54,  -0.73,   1.51
198410,  -3.66,  -0.73,   0.83,  -1.02,   0.25,   0.91
198411,  -4.52,  -0.93,  -0.95,  -0.86,  -0.87,  -1.00
198412,   0.54,   2.53,   2.33,   1.45,   2.57,   2.78
198501,  16.08,  11.87,   8.80,  12.01,   9.10,   5.45
198502,   1.82,   2.85,   3.23,  -0.02,   1.53,   2.18
198503,  -3.64,  -1.97,  -0.14,   0.49,  -0.10,   0.36
198504,  -2.86,  -0.61,   0.94,  -1.91,  -0.08,   0.39
198505,   1.55,   3.91,   4.84,   2.34,   6.47,   7.01
198506,  -1.56,   2.77,   3.87,   1.38,   1.00,   3.22
198507,   3.35,   2.25,   1.62,   3.40,   0.47,  -2.71
198508,  -1.33,  -0.80,   0.16,  -1.76,  -0.66,   0.36
198509,  -7.25,  -4.94,  -4.67,  -4.27,  -3.29,  -3.82
198510,   0.71,   3.65,   5.92,   1.61,   4.83,   6.06
198511,   6.58,   6.61,   7.61,   8.38,   7.13,   6.53
198512,   3.86,   4.64,   4.25,   4.86,   4.89,   4.23
198601,  -0.24,   1.76,   4.06,   1.19,  -0.18,   2.84
198602,   5.22,   6.96,   9.09,   6.63,   7.63,   8.25
198603,   4.17,   4.95,   4.91,   3.03,   4.82,   7.30
198604,   1.21,   1.81,   2.14,   0.20,  -1.22,  -1.81
198605,   2.95,   3.10,   5.29,   5.32,   4.36,   7.00
198606,  -2.53,   0.65,   2.63,  -1.23,   1.37,   3.98
198607, -10.41,  -7.17,  -8.30,  -6.95,  -4.77,  -5.59
198608,   4.31,   3.34,   2.41,  12.86,   7.75,   4.83
198609,  -4.99,  -5.86,  -7.75,  -2.36,  -7.17, -11.36
198610,   1.94,   2.97,   4.33,   3.85,   4.54,   6.79
198611,  -0.84,   0.30,  -1.14,   1.77,   2.24,   1.60
198612,  -3.35,  -1.94,  -3.25,  -3.53,  -2.44,  -2.81
198701,  11.79,  10.16,  12.36,  10.73,  12.12,  14.36
198702,   8.10,   7.34,   7.62,   7.13,   4.43,   3.23
198703,   1.34,   2.19,   3.28,   1.48,   1.32,   2.74
198704,  -3.87,  -3.24,  -2.12,   0.70,  -3.22,  -0.58
198705,  -0.28,  -0.28,  -0.65,   1.72,   0.31,   0.80
198706,   2.29,   3.86,   2.44,   5.06,   4.89,   4.48
198707,   2.14,   3.19,   4.73,   2.75,   4.17,   5.51
198708,   3.09,   3.61,   3.09,   5.55,   3.94,   3.78
198709,  -2.75,  -1.23,  -1.58,  -1.57,  -3.08,  -1.32
198710, -26.27, -27.75, -32.35, -13.74, -21.67, -23.33
198711,  -6.01,  -3.42,  -5.46,  -5.03,  -8.25,  -8.00
198712,   3.94,   6.23,  11.55,   3.91,   6.57,   7.94
198801,   8.22,   5.12,   2.09,  10.71,   6.38,   1.70
198802,   8.70,   7.65,   7.57,   7.11,   3.77,   5.20
198803,   2.93,   3.81,   4.53,  -2.04,  -3.27,  -2.19
198804,   0.63,   1.13,   3.05,  -0.56,   0.67,   1.55
198805,  -3.06,  -1.61,  -1.48,   0.87,   0.60,   0.59
198806,   7.10,   5.68,   6.93,   8.97,   4.47,   3.42
198807,  -0.48,  -1.04,  -0.54,  -1.86,  -0.50,  -0.53
198808,  -3.10,  -1.97,  -2.58,  -2.72,  -2.83,  -2.59
198809,   1.31,   2.68,   3.02,   4.73,   4.35,   3.48
198810,  -2.02,  -0.77,  -0.15,   1.61,   2.39,   2.34
198811,  -3.97,  -2.27,  -3.12,  -1.56,  -1.46,  -1.53
198812,   2.76,   3.06,   4.28,   2.32,   1.86,   1.61
198901,   4.67,   4.18,   5.32,   8.01,   6.40,   7.06
198902,   0.78,   0.41,   1.13,  -2.05,  -2.48,  -0.70
198903,   1.10,   2.00,   3.42,  -0.45,   1.81,   4.31
198904,   3.15,   3.81,   5.30,   4.57,   4.95,   5.78
198905,   3.20,   4.04,   4.42,   2.92,   4.05,   4.83
198906,  -2.38,  -0.12,  -2.16,  -1.08,  -0.59,  -0.04
198907,   1.60,   4.11,   6.11,   4.40,   7.71,  10.80
198908,   1.69,   2.97,   3.47,   3.46,   2.21,   1.43
198909,  -1.11,   0.49,   1.89,  -2.48,  -1.08,   1.36
198910,  -7.24,  -4.69,  -5.56,  -3.63,  -2.24,  -2.61
198911,  -1.32,   0.75,   1.27,  -0.68,   2.72,   1.92
198912,  -1.44,  -0.09,   0.91,  -1.17,   2.98,   2.05
199001,  -8.23,  -7.38, -10.09,  -3.56,  -6.29,  -8.26
199002,   2.87,   1.94,   3.89,   3.32,   1.30,   1.30
199003,   1.93,   3.14,   4.80,   2.58,   1.23,   3.03
199004,  -5.17,  -3.30,  -2.71,  -4.46,  -2.74,  -2.12
199005,   4.92,   4.42,   9.98,   8.80,   9.03,   9.82
199006,  -0.37,   0.44,   0.29,  -3.80,  -1.34,   0.43
199007,  -6.55,  -3.51,  -2.79,  -7.72,  -1.43,   0.38
199008, -14.62, -11.08, -13.37, -10.53,  -9.64,  -8.28
199009, -12.66,  -7.69,  -8.43, -11.53,  -4.06,  -4.72
199010, -10.27,  -5.55,  -3.82,  -6.80,  -0.69,   0.21
199011,   8.65,   6.45,   6.96,  14.93,   7.59,   5.39
199012,   1.14,   4.11,   4.88,   5.35,   4.42,   1.92
199101,  10.45,   7.16,   8.05,  14.10,   5.88,   3.30
199102,  15.56,  10.30,  10.88,  11.87,   6.73,   7.05
199103,   6.10,   4.50,   8.88,   0.78,   1.77,   3.62
199104,   0.50,   1.76,   0.58,   4.12,   0.49,  -0.70
199105,   2.05,   3.52,   5.26,   7.34,   3.56,   3.95
199106,  -4.28,  -2.91,  -5.40,  -5.81,  -4.92,  -3.76
199107,   1.83,   2.82,   6.52,   3.12,   3.15,   7.10
199108,   1.74,   3.26,   5.38,   4.31,   1.33,   3.90
199109,  -1.53,   0.27,   1.88,  -1.51,  -1.10,  -1.45
